,title,price,make,model,year,mileage,fuel_type,engine_power,engine_capacity,transmission,pollution_standard,gearbox,body_type,country_origin,original_owner,no_accident
7637,Mercedes-Benz Sprinter 313 CDI (BlueTec) 906.231,13804.0,Mercedes-Benz,Sprinter,2017,232 000 km,Diesel,129 CP,2 143 cm3,Spate,Euro 6,Manuala,Monovolum,Belgia,,Da
7638,Nissan Juke DIG-T DCT N-Connecta,18949.0,Nissan,Juke,2020,25 000 km,Benzina,115 CP,999 cm3,Fata,Euro 6,Automata,SUV,Romania,Da,Da
7639,Ford Focus,30702.0,Ford,Focus,2022,2 500 km,Benzina,150 CP,999 cm3,Fata,Euro 6,Automata,Masina mica,,Da,Da
7640,Mercedes-Benz GLE 400 d 4MATIC,89998.0,Mercedes-Benz,GLE,2021,40 000 km,Diesel,330 CP,2 925 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
7641,Volkswagen Crafter 35 2.0 BiTDI CD LWB,26000.0,Volkswagen,Crafter,2017,135 000 km,Diesel,163 CP,2 000 cm3,,,Manuala,Monovolum,,,
7642,Volvo XC 90 D4 R-Design,41531.0,Volvo,XC 90,2018,123 370 km,Diesel,190 CP,1 969 cm3,4x4 (automat),Euro 6,Automata,SUV,Belgia,Da,Da
7643,BMW X1 sDrive16d Advantage,14949.0,BMW,X1,2017,159 000 km,Diesel,116 CP,1 496 cm3,Fata,,Manuala,SUV,Belgia,,Da
7644,Peugeot 508 2.0 BlueHDI FAP BVA GT,18990.0,Peugeot,508,2019,138 000 km,Diesel,180 CP,1 997 cm3,Fata,,Automata,Compacta,,,
7645,Audi A6 Allroad 3.0 TDI Quattro S tronic,21500.0,Audi,A6 Allroad,2017,170 000 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,Combi,Romania,,Da
7646,Mercedes-Benz CLA Shooting Brake 220 (CDI) d 7G-DCT AMG Line,20900.0,Mercedes-Benz,CLA,2017,210 000 km,Diesel,177 CP,2 143 cm3,,,Automata,Compacta,,,
7647,Citroën C5 Aircross 1.5 BlueHDi S&S EAT8 Shine,23950.0,Citroën,C5 Aircross,2020,35 500 km,Diesel,130 CP,1 499 cm3,Fata,Euro 6,Automata,SUV,,,Da
7648,Skoda Fabia 1.2 Classic,3150.0,Skoda,Fabia,2009,170 000 km,Benzina,60 CP,1 198 cm3,Fata,Euro 4,Manuala,Masina de oras,Germania,,Da
7649,Skoda Octavia,12988.0,Skoda,Octavia,2019,120 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6d-Temp,Automata,Combi,Romania,Da,Da
7650,Seat Alhambra,23450.0,Seat,Alhambra,2020,155 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Monovolum,Romania,Da,Da
7651,Land Rover Discovery Sport 2.0 D165 R-Dynamic MHEV SE,65997.0,Land Rover,Discovery Sport,2023,1 km,Diesel,163 CP,1 999 cm3,4x4 (automat),Euro 6d,Automata,SUV,Regatul Unit,,Da
7652,Volkswagen Golf 1.2 TSI BlueMotion Technology Comfortline,7600.0,Volkswagen,Golf,2014,183 750 km,Benzina,85 CP,1 197 cm3,Fata,Euro 5,Manuala,Compacta,Germania,,Da
7653,Mercedes-Benz Sprinter 313 CDI (BlueTec) 906.231,13804.0,Mercedes-Benz,Sprinter,2017,232 000 km,Diesel,129 CP,2 143 cm3,Spate,Euro 6,Manuala,Monovolum,Belgia,,Da
7654,Volkswagen Scirocco 1.4 TSI BlueMotion Technology Edition,7290.0,Volkswagen,Scirocco,2011,185 000 km,Benzina,122 CP,1 390 cm3,Fata,Euro 5,Manuala,Coupe,Germania,,
7655,Renault Kadjar,17448.0,Renault,Kadjar,2019,91 933 km,Diesel,116 CP,1 461 cm3,Fata,,Automata,SUV,,,Da
7656,Ford Focus,30702.0,Ford,Focus,2022,2 500 km,Benzina,150 CP,999 cm3,Fata,Euro 6,Automata,Masina mica,,Da,Da
7657,Mercedes-Benz E AMG 53 4MATIC Aut.,52955.0,Mercedes-Benz,E,2020,88 399 km,Benzina,435 CP,2 999 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,
7658,BMW X1 sDrive16d Advantage,14949.0,BMW,X1,2017,159 000 km,Diesel,116 CP,1 496 cm3,Fata,,Manuala,SUV,Belgia,,Da
7659,Audi A6 Allroad 3.0 TDI Quattro S tronic,21500.0,Audi,A6 Allroad,2017,170 000 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,Combi,Romania,,Da
7660,Citroën C5 Aircross 1.5 BlueHDi S&S EAT8 Shine,23950.0,Citroën,C5 Aircross,2020,35 500 km,Diesel,130 CP,1 499 cm3,Fata,Euro 6,Automata,SUV,,,Da
7661,Skoda Fabia 1.2 Classic,3150.0,Skoda,Fabia,2009,170 000 km,Benzina,60 CP,1 198 cm3,Fata,Euro 4,Manuala,Masina de oras,Germania,,Da
7662,Skoda Octavia 1.4 Classic,4750.0,Skoda,Octavia,2009,230 000 km,Benzina,80 CP,1 390 cm3,Fata,Euro 4,Manuala,Combi,Germania,,Da
7663,Volkswagen Golf 2.0 BlueTDI DSG Comfortline,16200.0,Volkswagen,Golf,2017,104 020 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Compacta,Germania,,Da
7664,Honda Civic 1.5 VTEC Turbo CVT Sport Plus,25000.0,Honda,Civic,2020,20 000 km,Benzina,182 CP,1 498 cm3,Fata,,Automata,Compacta,,,
7665,Seat Alhambra,23450.0,Seat,Alhambra,2020,155 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Monovolum,Romania,Da,Da
7666,Volkswagen Golf 1.2 TSI BlueMotion Technology Comfortline,7600.0,Volkswagen,Golf,2014,183 750 km,Benzina,85 CP,1 197 cm3,Fata,Euro 5,Manuala,Compacta,Germania,,Da
7667,Renault Koleos,5990.0,Renault,Koleos,2009,188 000 km,Diesel,150 CP,1 995 cm3,4x4 (automat),Euro 4,Automata,SUV,Germania,,Da
7668,Renault Kadjar,17448.0,Renault,Kadjar,2019,91 933 km,Diesel,116 CP,1 461 cm3,Fata,,Automata,SUV,,,Da
7669,Honda CR-V 2.2 A/T Executive HDD Navi,17450.0,Honda,CR-V,2015,148 646 km,Diesel,150 CP,2 199 cm3,4x4 (automat),,Automata,SUV,,,Da
7670,Volkswagen Tiguan,11490.0,Volkswagen,Tiguan,2011,198 000 km,Diesel,140 CP,1 968 cm3,4x4 (automat),Euro 5,Automata,SUV,Germania,,Da
7671,Nissan Juke DIG-T DCT N-Connecta,18949.0,Nissan,Juke,2020,25 000 km,Benzina,115 CP,999 cm3,Fata,Euro 6,Automata,SUV,Romania,Da,Da
7672,Ford Focus,30702.0,Ford,Focus,2022,2 500 km,Benzina,150 CP,999 cm3,Fata,Euro 6,Automata,Masina mica,,Da,Da
7673,BMW X1 sDrive16d Advantage,14949.0,BMW,X1,2017,159 000 km,Diesel,116 CP,1 496 cm3,Fata,,Manuala,SUV,Belgia,,Da
7674,Audi A6 Allroad 3.0 TDI Quattro S tronic,21500.0,Audi,A6 Allroad,2017,170 000 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,Combi,Romania,,Da
7675,Mercedes-Benz CLA Shooting Brake 220 (CDI) d 7G-DCT AMG Line,20900.0,Mercedes-Benz,CLA,2017,210 000 km,Diesel,177 CP,2 143 cm3,,,Automata,Compacta,,,
7676,Citroën C5 Aircross 1.5 BlueHDi S&S EAT8 Shine,23950.0,Citroën,C5 Aircross,2020,35 500 km,Diesel,130 CP,1 499 cm3,Fata,Euro 6,Automata,SUV,,,Da
7677,Volkswagen Polo 1.2 Blue Motion Technology Life,2990.0,Volkswagen,Polo,2009,108 000 km,Benzina,70 CP,1 198 cm3,Fata,Euro 4,Manuala,Masina de oras,,,Da
7678,Volkswagen Golf 2.0 BlueTDI DSG Comfortline,16200.0,Volkswagen,Golf,2017,104 020 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Compacta,Germania,,Da
7679,Seat Leon 1.6 TDI Sport,4850.0,Seat,Leon,2010,211 000 km,Diesel,105 CP,1 598 cm3,Fata,Euro 5,Manuala,Compacta,Romania,,
7680,Seat Alhambra,23450.0,Seat,Alhambra,2020,155 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Monovolum,Romania,Da,Da
7681,Volkswagen Golf 1.2 TSI BlueMotion Technology Comfortline,7600.0,Volkswagen,Golf,2014,183 750 km,Benzina,85 CP,1 197 cm3,Fata,Euro 5,Manuala,Compacta,Germania,,Da
7682,Volkswagen Scirocco 1.4 TSI BlueMotion Technology Edition,7290.0,Volkswagen,Scirocco,2011,185 000 km,Benzina,122 CP,1 390 cm3,Fata,Euro 5,Manuala,Coupe,Germania,,
7683,Renault Koleos,5990.0,Renault,Koleos,2009,188 000 km,Diesel,150 CP,1 995 cm3,4x4 (automat),Euro 4,Automata,SUV,Germania,,Da
7684,Renault Kadjar,17448.0,Renault,Kadjar,2019,91 933 km,Diesel,116 CP,1 461 cm3,Fata,,Automata,SUV,,,Da
7685,Honda CR-V 2.2 A/T Executive HDD Navi,17450.0,Honda,CR-V,2015,148 646 km,Diesel,150 CP,2 199 cm3,4x4 (automat),,Automata,SUV,,,Da
7686,Volkswagen ARTEON 2.0 TDI DSG Elegance,44590.0,Volkswagen,ARTEON,2022,5 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Combi,,,Da
7687,Nissan Juke DIG-T DCT N-Connecta,18949.0,Nissan,Juke,2020,25 000 km,Benzina,115 CP,999 cm3,Fata,Euro 6,Automata,SUV,Romania,Da,Da
7688,Mercedes-Benz E AMG 53 4MATIC Aut.,52955.0,Mercedes-Benz,E,2020,88 399 km,Benzina,435 CP,2 999 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,
7689,Mercedes-Benz C,15900.0,Mercedes-Benz,C,2015,268 000 km,Diesel,170 CP,2 148 cm3,,,Automata,Sedan,,,
7690,Audi A6 Allroad 3.0 TDI Quattro S tronic,21500.0,Audi,A6 Allroad,2017,170 000 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,Combi,Romania,,Da
7691,Mercedes-Benz CLA Shooting Brake 220 (CDI) d 7G-DCT AMG Line,20900.0,Mercedes-Benz,CLA,2017,210 000 km,Diesel,177 CP,2 143 cm3,,,Automata,Compacta,,,
7692,Citroën C5 Aircross 1.5 BlueHDi S&S EAT8 Shine,23950.0,Citroën,C5 Aircross,2020,35 500 km,Diesel,130 CP,1 499 cm3,Fata,Euro 6,Automata,SUV,,,Da
7693,Skoda Octavia 1.4 Classic,4750.0,Skoda,Octavia,2009,230 000 km,Benzina,80 CP,1 390 cm3,Fata,Euro 4,Manuala,Combi,Germania,,Da
7694,Seat Leon 1.6 TDI Sport,4850.0,Seat,Leon,2010,211 000 km,Diesel,105 CP,1 598 cm3,Fata,Euro 5,Manuala,Compacta,Romania,,
7695,Skoda Octavia,12988.0,Skoda,Octavia,2019,120 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6d-Temp,Automata,Combi,Romania,Da,Da
7696,Mercedes-Benz Vito 111 CDI (BlueTEC) Tourer Lang PRO,11245.0,Mercedes-Benz,Vito,2015,249 000 km,Diesel,114 CP,1 598 cm3,Spate,Euro 6,Manuala,Monovolum,Olanda,Da,Da
7697,Mazda CX-5 G160 4x4 Attraction,19700.0,Mazda,CX-5,2017,90 245 km,Benzina,160 CP,1 998 cm3,4x4 (automat),Euro 6,Manuala,SUV,Romania,Da,
7698,Volkswagen Scirocco 1.4 TSI BlueMotion Technology Edition,7290.0,Volkswagen,Scirocco,2011,185 000 km,Benzina,122 CP,1 390 cm3,Fata,Euro 5,Manuala,Coupe,Germania,,
7699,Renault Koleos,5990.0,Renault,Koleos,2009,188 000 km,Diesel,150 CP,1 995 cm3,4x4 (automat),Euro 4,Automata,SUV,Germania,,Da
7700,Volkswagen Tiguan,11490.0,Volkswagen,Tiguan,2011,198 000 km,Diesel,140 CP,1 968 cm3,4x4 (automat),Euro 5,Automata,SUV,Germania,,Da
7701,Ford Focus,30702.0,Ford,Focus,2022,2 500 km,Benzina,150 CP,999 cm3,Fata,Euro 6,Automata,Masina mica,,Da,Da
7702,Mercedes-Benz E AMG 53 4MATIC Aut.,52955.0,Mercedes-Benz,E,2020,88 399 km,Benzina,435 CP,2 999 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,
7703,Volvo XC 90 D4 R-Design,41531.0,Volvo,XC 90,2018,123 370 km,Diesel,190 CP,1 969 cm3,4x4 (automat),Euro 6,Automata,SUV,Belgia,Da,Da
7704,Mercedes-Benz C,15900.0,Mercedes-Benz,C,2015,268 000 km,Diesel,170 CP,2 148 cm3,,,Automata,Sedan,,,
7705,BMW X1 sDrive16d Advantage,14949.0,BMW,X1,2017,159 000 km,Diesel,116 CP,1 496 cm3,Fata,,Manuala,SUV,Belgia,,Da
7706,Renault Megane Blue dCi EDC Limited,17400.0,Renault,Megane,2019,29 000 km,Diesel,116 CP,1 461 cm3,Fata,,Automata,Compacta,,,
7707,Peugeot 508 2.0 BlueHDI FAP BVA GT,18990.0,Peugeot,508,2019,138 000 km,Diesel,180 CP,1 997 cm3,Fata,,Automata,Compacta,,,
7708,Audi A6 Allroad 3.0 TDI Quattro S tronic,21500.0,Audi,A6 Allroad,2017,170 000 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,Combi,Romania,,Da
7709,Citroën C5 Aircross 1.5 BlueHDi S&S EAT8 Shine,23950.0,Citroën,C5 Aircross,2020,35 500 km,Diesel,130 CP,1 499 cm3,Fata,Euro 6,Automata,SUV,,,Da
7710,Skoda Fabia 1.2 Classic,3150.0,Skoda,Fabia,2009,170 000 km,Benzina,60 CP,1 198 cm3,Fata,Euro 4,Manuala,Masina de oras,Germania,,Da
7711,Volkswagen Polo 1.2 Blue Motion Technology Life,2990.0,Volkswagen,Polo,2009,108 000 km,Benzina,70 CP,1 198 cm3,Fata,Euro 4,Manuala,Masina de oras,,,Da
7712,Volkswagen Golf 2.0 BlueTDI DSG Comfortline,16200.0,Volkswagen,Golf,2017,104 020 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Compacta,Germania,,Da
7713,Seat Leon 1.6 TDI Sport,4850.0,Seat,Leon,2010,211 000 km,Diesel,105 CP,1 598 cm3,Fata,Euro 5,Manuala,Compacta,Romania,,
7714,Skoda Octavia,12988.0,Skoda,Octavia,2019,120 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6d-Temp,Automata,Combi,Romania,Da,Da
7715,Land Rover Discovery Sport 2.0 D165 R-Dynamic MHEV SE,65997.0,Land Rover,Discovery Sport,2023,1 km,Diesel,163 CP,1 999 cm3,4x4 (automat),Euro 6d,Automata,SUV,Regatul Unit,,Da
7716,Mazda CX-5 G160 4x4 Attraction,19700.0,Mazda,CX-5,2017,90 245 km,Benzina,160 CP,1 998 cm3,4x4 (automat),Euro 6,Manuala,SUV,Romania,Da,
7717,Volkswagen Scirocco 1.4 TSI BlueMotion Technology Edition,7290.0,Volkswagen,Scirocco,2011,185 000 km,Benzina,122 CP,1 390 cm3,Fata,Euro 5,Manuala,Coupe,Germania,,
7718,Honda CR-V 2.2 A/T Executive HDD Navi,17450.0,Honda,CR-V,2015,148 646 km,Diesel,150 CP,2 199 cm3,4x4 (automat),,Automata,SUV,,,Da
7719,Ford Focus,30702.0,Ford,Focus,2022,2 500 km,Benzina,150 CP,999 cm3,Fata,Euro 6,Automata,Masina mica,,Da,Da
7720,Mercedes-Benz E AMG 53 4MATIC Aut.,52955.0,Mercedes-Benz,E,2020,88 399 km,Benzina,435 CP,2 999 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,
7721,Volvo XC 90 D4 R-Design,41531.0,Volvo,XC 90,2018,123 370 km,Diesel,190 CP,1 969 cm3,4x4 (automat),Euro 6,Automata,SUV,Belgia,Da,Da
7722,Renault Megane Blue dCi EDC Limited,17400.0,Renault,Megane,2019,29 000 km,Diesel,116 CP,1 461 cm3,Fata,,Automata,Compacta,,,
7723,Volkswagen Polo 1.4 Highline,2950.0,Volkswagen,Polo,2009,165 000 km,Benzina,85 CP,1 390 cm3,Fata,Euro 4,Manuala,Masina de oras,Germania,,
7724,Citroën C5 Aircross 1.5 BlueHDi S&S EAT8 Shine,23950.0,Citroën,C5 Aircross,2020,35 500 km,Diesel,130 CP,1 499 cm3,Fata,Euro 6,Automata,SUV,,,Da
7725,Skoda Fabia 1.2 Classic,3150.0,Skoda,Fabia,2009,170 000 km,Benzina,60 CP,1 198 cm3,Fata,Euro 4,Manuala,Masina de oras,Germania,,Da
7726,Skoda Octavia 1.4 Classic,4750.0,Skoda,Octavia,2009,230 000 km,Benzina,80 CP,1 390 cm3,Fata,Euro 4,Manuala,Combi,Germania,,Da
7727,Volkswagen Golf 2.0 BlueTDI DSG Comfortline,16200.0,Volkswagen,Golf,2017,104 020 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Compacta,Germania,,Da
7728,Honda Civic 1.5 VTEC Turbo CVT Sport Plus,25000.0,Honda,Civic,2020,20 000 km,Benzina,182 CP,1 498 cm3,Fata,,Automata,Compacta,,,
7729,Seat Alhambra,23450.0,Seat,Alhambra,2020,155 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Monovolum,Romania,Da,Da
7730,Mazda CX-5 G160 4x4 Attraction,19700.0,Mazda,CX-5,2017,90 245 km,Benzina,160 CP,1 998 cm3,4x4 (automat),Euro 6,Manuala,SUV,Romania,Da,
7731,Renault Kadjar,17448.0,Renault,Kadjar,2019,91 933 km,Diesel,116 CP,1 461 cm3,Fata,,Automata,SUV,,,Da
7732,Mercedes-Benz E AMG 53 4MATIC Aut.,52955.0,Mercedes-Benz,E,2020,88 399 km,Benzina,435 CP,2 999 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,
7733,Volvo XC 90 D4 R-Design,41531.0,Volvo,XC 90,2018,123 370 km,Diesel,190 CP,1 969 cm3,4x4 (automat),Euro 6,Automata,SUV,Belgia,Da,Da
7734,Renault Megane Blue dCi EDC Limited,17400.0,Renault,Megane,2019,29 000 km,Diesel,116 CP,1 461 cm3,Fata,,Automata,Compacta,,,
7735,Peugeot 508 2.0 BlueHDI FAP BVA GT,18990.0,Peugeot,508,2019,138 000 km,Diesel,180 CP,1 997 cm3,Fata,,Automata,Compacta,,,
7736,Audi A6 Allroad 3.0 TDI Quattro S tronic,21500.0,Audi,A6 Allroad,2017,170 000 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,Combi,Romania,,Da
7737,Volkswagen Polo 1.4 Highline,2950.0,Volkswagen,Polo,2009,165 000 km,Benzina,85 CP,1 390 cm3,Fata,Euro 4,Manuala,Masina de oras,Germania,,
7738,Citroën C5 Aircross 1.5 BlueHDi S&S EAT8 Shine,23950.0,Citroën,C5 Aircross,2020,35 500 km,Diesel,130 CP,1 499 cm3,Fata,Euro 6,Automata,SUV,,,Da
7739,Land Rover Discovery Sport 2.0 D165 R-Dynamic MHEV SE,65997.0,Land Rover,Discovery Sport,2023,1 km,Diesel,163 CP,1 999 cm3,4x4 (automat),Euro 6d,Automata,SUV,Regatul Unit,,Da
7740,Volkswagen Golf 1.2 TSI BlueMotion Technology Comfortline,7600.0,Volkswagen,Golf,2014,183 750 km,Benzina,85 CP,1 197 cm3,Fata,Euro 5,Manuala,Compacta,Germania,,Da
7741,Mercedes-Benz Sprinter 313 CDI (BlueTec) 906.231,13804.0,Mercedes-Benz,Sprinter,2017,232 000 km,Diesel,129 CP,2 143 cm3,Spate,Euro 6,Manuala,Monovolum,Belgia,,Da
7742,Volkswagen ARTEON 2.0 TDI DSG Elegance,44590.0,Volkswagen,ARTEON,2022,5 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Combi,,,Da
7743,Opel Antara 2.0 Cosmo,5600.0,Opel,Antara,2007,236 000 km,Diesel,150 CP,1 991 cm3,4x4 (automat),,Manuala,SUV,,,
7744,Volvo XC 90 D4 R-Design,41531.0,Volvo,XC 90,2018,123 370 km,Diesel,190 CP,1 969 cm3,4x4 (automat),Euro 6,Automata,SUV,Belgia,Da,Da
7745,BMW X1 sDrive16d Advantage,14949.0,BMW,X1,2017,159 000 km,Diesel,116 CP,1 496 cm3,Fata,,Manuala,SUV,Belgia,,Da
7746,Mercedes-Benz CLA Shooting Brake 220 (CDI) d 7G-DCT AMG Line,20900.0,Mercedes-Benz,CLA,2017,210 000 km,Diesel,177 CP,2 143 cm3,,,Automata,Compacta,,,
7747,Skoda Fabia 1.2 Classic,3150.0,Skoda,Fabia,2009,170 000 km,Benzina,60 CP,1 198 cm3,Fata,Euro 4,Manuala,Masina de oras,Germania,,Da
7748,Ford Mondeo 2.0 TDCi Trend,3650.0,Ford,Mondeo,2010,356 000 km,Diesel,130 CP,1 997 cm3,Fata,,Manuala,Combi,,,
7749,Skoda Octavia,12988.0,Skoda,Octavia,2019,120 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6d-Temp,Automata,Combi,Romania,Da,Da
7750,Seat Alhambra,23450.0,Seat,Alhambra,2020,155 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Monovolum,Romania,Da,Da
7751,Land Rover Discovery Sport 2.0 D165 R-Dynamic MHEV SE,65997.0,Land Rover,Discovery Sport,2023,1 km,Diesel,163 CP,1 999 cm3,4x4 (automat),Euro 6d,Automata,SUV,Regatul Unit,,Da
7752,Mercedes-Benz Sprinter 313 CDI (BlueTec) 906.231,13804.0,Mercedes-Benz,Sprinter,2017,232 000 km,Diesel,129 CP,2 143 cm3,Spate,Euro 6,Manuala,Monovolum,Belgia,,Da
7753,Renault Kadjar,17448.0,Renault,Kadjar,2019,91 933 km,Diesel,116 CP,1 461 cm3,Fata,,Automata,SUV,,,Da
7754,Volkswagen ARTEON 2.0 TDI DSG Elegance,44590.0,Volkswagen,ARTEON,2022,5 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Combi,,,Da
7755,BMW Seria 3 320d DPF Touring Efficient Dynamics Edition Edition Lifestyle,11500.0,BMW,Seria 3,2013,251 800 km,Diesel,163 CP,1 995 cm3,,,Automata,Combi,,,
7756,BMW Seria 7 740Ld xDrive,36999.0,BMW,Seria 7,2016,135 000 km,Diesel,320 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,,
7757,Volvo XC 90 D4 R-Design,41531.0,Volvo,XC 90,2018,123 370 km,Diesel,190 CP,1 969 cm3,4x4 (automat),Euro 6,Automata,SUV,Belgia,Da,Da
7758,Mercedes-Benz C,15900.0,Mercedes-Benz,C,2015,268 000 km,Diesel,170 CP,2 148 cm3,,,Automata,Sedan,,,
7759,BMW X1 sDrive16d Advantage,14949.0,BMW,X1,2017,159 000 km,Diesel,116 CP,1 496 cm3,Fata,,Manuala,SUV,Belgia,,Da
7760,Renault Megane Blue dCi EDC Limited,17400.0,Renault,Megane,2019,29 000 km,Diesel,116 CP,1 461 cm3,Fata,,Automata,Compacta,,,
7761,Audi A6 Allroad 3.0 TDI Quattro S tronic,21500.0,Audi,A6 Allroad,2017,170 000 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,Combi,Romania,,Da
7762,Mercedes-Benz CLA Shooting Brake 220 (CDI) d 7G-DCT AMG Line,20900.0,Mercedes-Benz,CLA,2017,210 000 km,Diesel,177 CP,2 143 cm3,,,Automata,Compacta,,,
7763,Skoda Octavia 1.4 Classic,4750.0,Skoda,Octavia,2009,230 000 km,Benzina,80 CP,1 390 cm3,Fata,Euro 4,Manuala,Combi,Germania,,Da
7764,Volkswagen Polo 1.2 Blue Motion Technology Life,2990.0,Volkswagen,Polo,2009,108 000 km,Benzina,70 CP,1 198 cm3,Fata,Euro 4,Manuala,Masina de oras,,,Da
7765,Volkswagen Golf 2.0 BlueTDI DSG Comfortline,16200.0,Volkswagen,Golf,2017,104 020 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Compacta,Germania,,Da
7766,Seat Leon 1.6 TDI Sport,4850.0,Seat,Leon,2010,211 000 km,Diesel,105 CP,1 598 cm3,Fata,Euro 5,Manuala,Compacta,Romania,,
7767,Ford Mondeo 2.0 TDCi Trend,3650.0,Ford,Mondeo,2010,356 000 km,Diesel,130 CP,1 997 cm3,Fata,,Manuala,Combi,,,
7768,Seat Alhambra,23450.0,Seat,Alhambra,2020,155 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Monovolum,Romania,Da,Da
7769,Land Rover Discovery Sport 2.0 D165 R-Dynamic MHEV SE,65997.0,Land Rover,Discovery Sport,2023,1 km,Diesel,163 CP,1 999 cm3,4x4 (automat),Euro 6d,Automata,SUV,Regatul Unit,,Da
7770,Volkswagen Golf 1.2 TSI BlueMotion Technology Comfortline,7600.0,Volkswagen,Golf,2014,183 750 km,Benzina,85 CP,1 197 cm3,Fata,Euro 5,Manuala,Compacta,Germania,,Da
7771,Mercedes-Benz Vito 111 CDI (BlueTEC) Tourer Lang PRO,11245.0,Mercedes-Benz,Vito,2015,249 000 km,Diesel,114 CP,1 598 cm3,Spate,Euro 6,Manuala,Monovolum,Olanda,Da,Da
7772,Mercedes-Benz Sprinter 313 CDI (BlueTec) 906.231,13804.0,Mercedes-Benz,Sprinter,2017,232 000 km,Diesel,129 CP,2 143 cm3,Spate,Euro 6,Manuala,Monovolum,Belgia,,Da
7773,Volkswagen Scirocco 1.4 TSI BlueMotion Technology Edition,7290.0,Volkswagen,Scirocco,2011,185 000 km,Benzina,122 CP,1 390 cm3,Fata,Euro 5,Manuala,Coupe,Germania,,
7774,BMW Seria 3 320d DPF Touring Efficient Dynamics Edition Edition Lifestyle,11500.0,BMW,Seria 3,2013,251 800 km,Diesel,163 CP,1 995 cm3,,,Automata,Combi,,,
7775,BMW Seria 7 740Ld xDrive,36999.0,BMW,Seria 7,2016,135 000 km,Diesel,320 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,,
7776,Renault Megane Blue dCi EDC Limited,17400.0,Renault,Megane,2019,29 000 km,Diesel,116 CP,1 461 cm3,Fata,,Automata,Compacta,,,
7777,Audi A6 Allroad 3.0 TDI Quattro S tronic,21500.0,Audi,A6 Allroad,2017,170 000 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,Combi,Romania,,Da
7778,Mercedes-Benz CLA Shooting Brake 220 (CDI) d 7G-DCT AMG Line,20900.0,Mercedes-Benz,CLA,2017,210 000 km,Diesel,177 CP,2 143 cm3,,,Automata,Compacta,,,
7779,Skoda Octavia 1.4 Classic,4750.0,Skoda,Octavia,2009,230 000 km,Benzina,80 CP,1 390 cm3,Fata,Euro 4,Manuala,Combi,Germania,,Da
7780,Volkswagen Polo 1.2 Blue Motion Technology Life,2990.0,Volkswagen,Polo,2009,108 000 km,Benzina,70 CP,1 198 cm3,Fata,Euro 4,Manuala,Masina de oras,,,Da
7781,Volkswagen Golf 2.0 BlueTDI DSG Comfortline,16200.0,Volkswagen,Golf,2017,104 020 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Compacta,Germania,,Da
7782,Seat Alhambra,23450.0,Seat,Alhambra,2020,155 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Monovolum,Romania,Da,Da
7783,Volkswagen Golf 1.2 TSI BlueMotion Technology Comfortline,7600.0,Volkswagen,Golf,2014,183 750 km,Benzina,85 CP,1 197 cm3,Fata,Euro 5,Manuala,Compacta,Germania,,Da
